pi	pia	V;PFV
pi	pimai	V;IPFV;NEG
pi	pikinkin	V;PAS.REM.HAB;ASOC
pi	pishina	V;PFV;PST.days
pi	pipai	V;IPFV
pi	piarana	V;PFV;MAL
pi	pimisa	V;PFV;HAB_A
pi	pipisi	V;IPFV
pi	piyantana	V;PFV;PST.yesterday
pi	pishina	V;PST.days
pi	pikitsi	V;DES;REF.S/A>S
pi	piberana	V;PFV;MOV.VEN
pi	pipiberana	V;PFV;MOV.VEN
pi	pibaina	V;PFV;MOV.ANDA
pi	pipibaina	V;PFV;MOV.ANDA
pi	pibokona	V;PFV;MOV.around
pi	pikawana	V;PFV;MOV.passing
pi	pipakea	V;PFV;MOV.down
pi	pipatansi	V;IPFV;MOV.ITER
pi	pibota	V;PFV;MOV.DUR
pi	pitana	V;PFV;MOV.goto
pi	pitoshia	V;PFV;MOV.goto
pi	pimashina	V;PST.days;NEG
pi	pikeana	V;PFV;NEG.FRUS
pi	pipaoni	V;PST.REM
pi	pipani	V;IPFV
pi	pimakin	V;IMP;NEG
pi	piah	V;REF.S/A>S
pi	peshtei	V;IPFV
pi	pipaiyantankin	V;PST.yesterday;DES
kai	kai	V;IPFV
kai	kahun	V;REF.S/A>A
kai	kaisi	V;IPFV;PRG
kai	kanonkota	V;FUT.INM
kai	karabea	V;PFV;DUAL
kai	bokani	V;IPFV;PL
kai	kakin	V;REF.S/A>A
kai	katsa	V;POT
kai	ka	V;PFV
kai	kahakoa	V;PFV;DIM
oini	oina	V;PFV
oini	oins oinsi	V;IPFV;HAB_A
oini	oini	V;IPFV
oini	oinah	V;REF.S/A>S
oini	oins oinsi	V;IPFV
oini	oini	V;REF.S/A>S
oini	oinmakin	V;TR;CAUS
aki	akaibi	V;ENF
aki	akian	V;PFV;ASOC
aki	akabi	V;ENF
aki	aka	V;PFV
aki	akhona	V;PFV;BEN
aki	aki iki	V;IPFV;REF.S/A>S
aki	apaoni	V;PST.REM
aki	ayohma	V;NEG.yet
aki	akin	V;REF.S/A>A
aki	apaonike	V;PST.REM
aki	aki	V;IPFV
aki	akin	V;TR
ohai	ohai	V;IPFV
ohai	ohmai	V;IPFV;CAU
ohai	ohamis	V;HAB_A
ohai	ohatoshia	V;PFV
ohai	ohai kai	V;IPFV;REF.S/A>S
ohai	ohabirai	V;IPFV;DUB
ohai	ohakoinsi kai	V;IPFV;ASER;REF.S/A>S
ohai	ohakatsi	V;DES;REF.S/A>S
ohai	ohahakoa	V;PFV;DIM
ohai	ohakerana	V;PFV;MOV.VEN
ohai	ohakaina	V;PFV;MOV.ANDA
ohai	ohaina	V;PFV;MOV.up
choki	chokikerana	V;PFV;MOV.VEN
choki	choki	V;IPFV
choki	chukikini	V;IPFV;ASOC
choki	chokai	V;IPFV
choki	choronakea	V;PFV;MOV.around
choki	choronkawana	V;PFV;MOV.passing
choki	choronpakea	V;PFV;MOV.down
choki	choki chokitani	V;IPFV
choki	pechoki pechokitani	V;IPFV
ayai	aia	V;PFV
